review_text,rating,date,bank,source,sentiment,sentiment_score,themes
best of best,5,2025-11-10,BOA,Google Play,positive,1.0,Other
worest banking app ever i seen. fake app bad better to leave,1,2025-11-10,BOA,Google Play,negative,-0.23333333333333325,Other
good,4,2025-11-10,BOA,Google Play,positive,0.7,Other
"i would like to share feedback regarding the application. it frequently experiences disruptions and does not function properly, often freezing or failing to load. this issue is affecting workflow and efficiency. kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play,positive,0.2333333333333333,Other
meet you genuine.app i tried is not functional.helping.welldoingwith boa ethiopia .fastandrelevant.morconnecting digitalyworld.digitalyworld. thanks.,5,2025-11-08,BOA,Google Play,positive,0.2,Customer Support
best app,5,2025-11-08,BOA,Google Play,positive,1.0,Other
"barely works, it always fails to connect",1,2025-11-07,BOA,Google Play,negative,-0.225,Other
my fav app,5,2025-11-07,BOA,Google Play,neutral,0.0,Other
this app launch time is so long also has dozen bugs in addition its has been long time get update,1,2025-11-05,BOA,Google Play,neutral,-0.05,App Crashes
very nice,5,2025-11-04,BOA,Google Play,positive,0.78,Other
"your application is very irritating to use, some functionality doesnt even work like on the card management. you need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play,positive,0.13874999999999998,Other
i like,5,2025-11-02,BOA,Google Play,neutral,0.0,Other
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play,neutral,0.0,Other
i m sorry but it doesnt work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play,negative,-0.16625,Other
"the worst app ever,",1,2025-10-30,BOA,Google Play,negative,-1.0,Other
better,5,2025-10-29,BOA,Google Play,positive,0.5,Other
"i kindly request that bank of abyssinia address issues with its mobile app. it is very slow, has numerous problems, and frequently experiences downtime. the user experience is also poor. thank you.",1,2025-10-28,BOA,Google Play,neutral,-0.018000000000000016,Other
this app cant open? what is problem? please solve my problem?,1,2025-10-28,BOA,Google Play,neutral,0.0,Other
kiyaa makonn,5,2025-10-27,BOA,Google Play,neutral,0.0,Other
very very lazy app,1,2025-10-26,BOA,Google Play,negative,-0.325,Other
telebirr remittance,5,2025-10-24,BOA,Google Play,neutral,0.0,Other
the best bank in,5,2025-10-23,BOA,Google Play,positive,1.0,Other
its good,5,2025-10-22,BOA,Google Play,positive,0.7,Other
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play,negative,-0.5,Other
good for mb appliciation,5,2025-10-21,BOA,Google Play,positive,0.7,Other
the worst bank ever. slow dont accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,Google Play,negative,-0.7666666666666666,Other
try to easy network,4,2025-10-17,BOA,Google Play,positive,0.43333333333333335,Other
hussen hassen umer,5,2025-10-16,BOA,Google Play,neutral,0.0,Other
"the app is not suitable and lacks a good ui design. as a large bank, you must update your app with a professional ui that is fast and appropriate.",2,2025-10-16,BOA,Google Play,positive,0.2398809523809524,Other
an exceptional banking app.,5,2025-10-16,BOA,Google Play,positive,0.6666666666666666,Other
alhamdulilah,5,2025-10-11,BOA,Google Play,neutral,0.0,Other
poor,5,2025-10-11,BOA,Google Play,negative,-0.4,Other
from the last week updates the app is not working please check the problems,1,2025-10-08,BOA,Google Play,neutral,0.0,Other
its always crushing,1,2025-10-08,BOA,Google Play,positive,0.4,Other
office branches have to improve their services please,4,2025-10-07,BOA,Google Play,neutral,0.0,Customer Support
why does it keep crashing? i cant even use this. boa should do better. you have many customers and how to deal with this. i cant send money now.,1,2025-10-05,BOA,Google Play,positive,0.5,App Crashes
it needs a timely update,5,2025-10-03,BOA,Google Play,neutral,0.0,Other
"it does not show the name of the person who sent the money to request a receipt. this has become very difficult for us. when different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,Google Play,negative,-0.26,Other
like,5,2025-10-01,BOA,Google Play,neutral,0.0,Other
i cant type my otp on it.,1,2025-10-01,BOA,Google Play,neutral,0.0,Other
"most of bank apps in ethiopia are linked with ethiopian phone number, i live in us permanently so when i open boa account, i told them where i live and to link it with email address instead of phone as ethio phone number is not working where i live, unfortunetly my fear appeared and now when i change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,Google Play,positive,0.18181818181818182,Other
jaajja,4,2025-09-30,BOA,Google Play,neutral,0.0,Other
i love this bank the best experience ever.,5,2025-09-28,BOA,Google Play,positive,0.75,Other
"nothing has been improved, it doesnt work like the previous version.",1,2025-09-25,BOA,Google Play,negative,-0.16666666666666666,Other
easy and fast,5,2025-09-24,BOA,Google Play,positive,0.31666666666666665,Other
great,5,2025-09-20,BOA,Google Play,positive,0.8,Other
mobile banking,5,2025-09-19,BOA,Google Play,neutral,0.0,Other
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,Google Play,positive,0.2,Other
on my ios its perfect but on android it barley works and dont transfer and after a while it crushed and totally stopped working. please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,Google Play,positive,0.4,Other
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,Google Play,negative,-0.13000000000000003,App Crashes
none,5,2025-09-14,BOA,Google Play,neutral,0.0,Other
very good app i ever used,5,2025-09-12,BOA,Google Play,positive,0.9099999999999999,Other
its nice app especially the transaction limit is extended but we face that boa m.banking app doesnt respond at the activation stage strictly at smsng mobile phone. please try this to make safe.,4,2025-09-11,BOA,Google Play,positive,0.3666666666666667,Other
zedo,5,2025-09-11,BOA,Google Play,neutral,0.0,Other
please open my mobile app,5,2025-09-10,BOA,Google Play,neutral,0.0,Other
it doesnt open,1,2025-09-10,BOA,Google Play,neutral,0.0,Other
masha alla,5,2025-09-08,BOA,Google Play,neutral,0.0,Other
best banking transaction application in ethiopia !,5,2025-09-05,BOA,Google Play,positive,1.0,Other
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play,neutral,0.0,Other
tamaam kamal,1,2025-09-04,BOA,Google Play,neutral,0.0,Other
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play,neutral,0.0,Other
absiniya banki,5,2025-08-29,BOA,Google Play,neutral,0.0,Other
has issue after installation and i think it doesnt work with tecno common 30,1,2025-08-26,BOA,Google Play,negative,-0.3,Other
one of the best in this business,5,2025-08-25,BOA,Google Play,positive,1.0,Other
excellent,5,2025-08-20,BOA,Google Play,positive,1.0,Other
besat,5,2025-08-19,BOA,Google Play,neutral,0.0,Other
unlimited experience,5,2025-08-18,BOA,Google Play,neutral,0.0,Other
"as bank, u should at least hire someone good at their job bc this a joke nowadays i cant even log in or even transfer without it crashing if u fix the app i will update this review i am counting on u boa update so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,Google Play,positive,0.2333333333333333,App Crashes
very nice mobile banking app my favourite,5,2025-08-16,BOA,Google Play,positive,0.78,Other
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play,neutral,0.0,App Crashes
best apps,5,2025-08-15,BOA,Google Play,positive,1.0,Other
the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play,negative,-1.0,Other
thank you,5,2025-08-14,BOA,Google Play,neutral,0.0,Other
best mobile app in the country,5,2025-08-14,BOA,Google Play,positive,1.0,Other
not fast,2,2025-08-12,BOA,Google Play,neutral,-0.1,Other
keeps freezing at the front page.,1,2025-08-10,BOA,Google Play,neutral,0.0,Other
it is not working on redminote 11 pro pls fix it,1,2025-08-08,BOA,Google Play,neutral,0.0,Other
abseniya bank app,5,2025-08-08,BOA,Google Play,neutral,0.0,Other
yes goode app,5,2025-08-03,BOA,Google Play,neutral,0.0,Other
great app,5,2025-08-02,BOA,Google Play,positive,0.8,Other
1 crashes repeatedly 2 takes century to boot 3 repeatedly requires update which is very annoying. 4 it doesnt ask for password for one step confirmation when transferring money. 5 automatically stops music when the app is launched it doesnt really matter just fyi overall this have to be the worst mobile banking app i have tried so far and should not be released with all these bugs issues.,1,2025-08-02,BOA,Google Play,negative,-0.33999999999999997,App Crashes
ረጀብነሱ,1,2025-07-31,BOA,Google Play,neutral,0.0,Other
the worst mobile banking app.,1,2025-07-31,BOA,Google Play,negative,-1.0,Other
giod,5,2025-07-30,BOA,Google Play,neutral,0.0,Other
best bank in ethiopia,5,2025-07-29,BOA,Google Play,positive,1.0,Other
waqayyoo,5,2025-07-28,BOA,Google Play,neutral,0.0,Other
please is not working,2,2025-07-27,BOA,Google Play,neutral,0.0,Other
nothing when i need to install the apk it say that reup date,5,2025-07-25,BOA,Google Play,neutral,0.0,Other
i can log in from any where,5,2025-07-23,BOA,Google Play,neutral,0.0,Other
no proplem,5,2025-07-20,BOA,Google Play,neutral,0.0,Other
excellent app,5,2025-07-18,BOA,Google Play,positive,1.0,Other
good work,5,2025-07-15,BOA,Google Play,positive,0.7,Other
great boa,5,2025-07-14,BOA,Google Play,positive,0.8,Other
okay,4,2025-07-13,BOA,Google Play,positive,0.5,Other
not working,1,2025-07-12,BOA,Google Play,neutral,0.0,Other
this app is getting worse and worse with every update,2,2025-07-11,BOA,Google Play,negative,-0.4,Other
ምርጥ ነው,1,2025-07-10,BOA,Google Play,neutral,0.0,Other
nice,5,2025-07-10,BOA,Google Play,positive,0.6,Other
meku,5,2025-07-07,BOA,Google Play,neutral,0.0,Other
awasome app go a head,5,2025-07-04,BOA,Google Play,neutral,0.0,Other
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,BOA,Google Play,neutral,0.05000000000000001,App Crashes
the app is nice and easy to use but after some time it crushed and said error check your device connectivity please fix it,3,2025-07-02,BOA,Google Play,positive,0.31111111111111106,App Crashes
easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,Google Play,positive,0.42833333333333334,Other
wow,5,2025-07-01,BOA,Google Play,neutral,0.1,Other
"the worst mba i have experienced, the app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,BOA,Google Play,neutral,0.07,Other
amazing banks app,3,2025-06-25,BOA,Google Play,positive,0.6000000000000001,Other
good app fore me,5,2025-06-25,BOA,Google Play,positive,0.7,Other
very uninterested its not working when the developer mode on i havent off the developer options i preferred to uninstall your app .....,1,2025-06-24,BOA,Google Play,positive,0.2,Other
fantastic,5,2025-06-22,BOA,Google Play,positive,0.4,Other
its nice to use.,5,2025-06-21,BOA,Google Play,positive,0.6,Other
app doesnt start,1,2025-06-21,BOA,Google Play,neutral,0.0,Other
excellent application,5,2025-06-18,BOA,Google Play,positive,1.0,Other
its very bad app its very slow,1,2025-06-17,BOA,Google Play,negative,-0.6499999999999999,Other
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,BOA,Google Play,neutral,0.0,Other
good job!,5,2025-06-13,BOA,Google Play,positive,0.875,Other
best financial app.,5,2025-06-12,BOA,Google Play,positive,0.5,Other
ቆንጆ ነው በርቱ,5,2025-06-11,BOA,Google Play,neutral,0.0,Other
the worst app humans ever created,1,2025-06-09,BOA,Google Play,negative,-1.0,Other
its not working,3,2025-06-05,BOA,Google Play,neutral,0.0,Other
"hello, im facing a problem with the boa mobile app. every time i enter my phone number and password, the app crashes and shows an error that says boamobile closed because this app has a bug. i tried updating, reinstalling, and clearing cache, but nothing worked. please fix this bug in the next update. i really need access to my account. thank you.",1,2025-06-03,BOA,Google Play,neutral,0.03333333333333333,App Crashes
exceptional,5,2025-06-03,BOA,Google Play,positive,0.6666666666666666,Other
boa mobile good bank,5,2025-06-02,BOA,Google Play,positive,0.7,Other
this is worest app 247 loading,1,2025-06-01,BOA,Google Play,neutral,0.0,Other
boa system is confartable,5,2025-06-01,BOA,Google Play,neutral,0.0,Other
"this app, for me , is a waste of time. it doesnt work . i cant even long in, and it really piss me off. fix the problem",1,2025-05-27,BOA,Google Play,neutral,-0.016666666666666663,Other
good service.,3,2025-05-25,BOA,Google Play,positive,0.7,Customer Support
the app crush frequently,1,2025-05-24,BOA,Google Play,neutral,0.1,Other
you guys keeps getting worst,1,2025-05-22,BOA,Google Play,negative,-1.0,Other
"this app is a joke. it crashes more than it works, takes forever to load, and half the features are just decorative at this point. cant log in, cant transfer money, cant even check my balance without it bugging out. to the developer are you actually trying to make this work, or is this some kind of social experiment to test our patience? did you build this in your sleep? because it definitely looks like it. if this is your idea of a functional app, maybe consider a different career path",1,2025-05-21,BOA,Google Play,positive,0.1380952380952381,App Crashes
boa,2,2025-05-20,BOA,Google Play,neutral,0.0,Other
but not opening on android,4,2025-05-19,BOA,Google Play,neutral,0.0,Other
worst app ever. totally unreliable. and it didnt work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,negative,-0.3333333333333333,Other
amazing,5,2025-05-18,BOA,Google Play,positive,0.6000000000000001,Other
"this app does no work on samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,neutral,0.0,Other
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didnt able to solve this issue .",5,2025-05-10,BOA,Google Play,positive,0.265625,Other
liking this application good,5,2025-05-07,BOA,Google Play,positive,0.7,Other
"this app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and otp sent not work",1,2025-05-06,BOA,Google Play,neutral,0.02888888888888889,Other
its really good,5,2025-04-23,BOA,Google Play,positive,0.7,Other
bad app . it stuck when you open and noting works.,1,2025-04-23,BOA,Google Play,negative,-0.3499999999999999,Other
"the app isnt working after it asked me the password it starts loading, but it doesnt open",3,2025-04-20,BOA,Google Play,neutral,0.0,Other
best,2,2025-04-19,BOA,Google Play,positive,1.0,Other
it keeps showing this pop up to turn off developer options even tho its off! i had to turn on and then off to make it work! this is a horrible experience and needs a fix asap! plus kinda slow.,1,2025-04-19,BOA,Google Play,negative,-0.65,Other
yideg,1,2025-04-18,BOA,Google Play,neutral,0.0,Other
boa of mobile backing,5,2025-04-09,BOA,Google Play,neutral,0.0,Other
faster bank of abissinya,5,2025-04-08,BOA,Google Play,neutral,0.0,Other
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,neutral,0.05000000000000001,App Crashes
it just doesnt work...so frustrating,1,2025-04-07,BOA,Google Play,negative,-0.4,Other
its not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,neutral,0.0,Other
"the app gets a considerable improvements like language , qr scanner and unlimited transfers survice. but boa please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,neutral,0.1,Other
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,positive,0.3333333333333333,Other
good but they dont update enough dont add new things,3,2025-04-04,BOA,Google Play,positive,0.27878787878787875,Other
it doesnt work period z slowest mobile banking ever i would rather use 815,1,2025-04-01,BOA,Google Play,neutral,0.0,Other
"after activated the application it not allowed to sign , automatically it is turn off in my phone, why ?",1,2025-03-31,BOA,Google Play,neutral,0.0,Other
good application,5,2025-03-30,BOA,Google Play,positive,0.7,Other
this version is not working for me i cannot even buy card. i cannot send money,1,2025-03-30,BOA,Google Play,neutral,0.0,Other
"it cant actively on initialization, it says incorrect otp getting the exact otp",1,2025-03-29,BOA,Google Play,neutral,0.058333333333333334,Other
always problematic hardly works,1,2025-03-26,BOA,Google Play,negative,-0.2916666666666667,Other
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,neutral,0.06666666666666671,Other
"worst app and bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,negative,-1.0,Other
i have went to the bank so many times because i couldnt make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i cant make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,positive,0.25,Other
there is no speed,1,2025-03-19,BOA,Google Play,neutral,0.0,Other
"for anyone who wants to download it, just dont!!!",1,2025-03-19,BOA,Google Play,positive,0.390625,Other
wonderful,5,2025-03-19,BOA,Google Play,positive,1.0,Other
all worck,5,2025-03-19,BOA,Google Play,neutral,0.0,Other
loved it,5,2025-03-14,BOA,Google Play,positive,0.7,Other
"edit new bug, app not letting me type in my otp codes. shameful why does this app not allow me to use it while having developer options on? did yall consider that i might, perhaps, be an actual developer? why am i expected to toggle the option on and off just to bank restarting my phone when i do? why is the message labled as somthing that will smoothen the experience? this is like the most security consultant thing to implement in an app. please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,neutral,0.06022727272727273,App Crashes
improved to be the best,5,2025-03-11,BOA,Google Play,positive,1.0,Other
"decent, but there problems sometimes it says error when i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we cant transfer money to others telebirr acc we only can to our self boe dev fix this !!!",3,2025-03-11,BOA,Google Play,neutral,0.08333333333333333,App Crashes
boa greqt ethiopian bank.,5,2025-03-11,BOA,Google Play,neutral,0.0,Other
"the bug is still there,the app crashes every time i try to log in, especially in old phones like my galaxy a32",1,2025-03-10,BOA,Google Play,positive,0.2,App Crashes
almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,positive,0.5,Other
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,positive,0.475,Other
wonderfull app,5,2025-03-08,BOA,Google Play,neutral,0.0,Other
i cant use this app why?,5,2025-03-07,BOA,Google Play,neutral,0.0,Other
worst mobile banking app i ever experienced i was blaming other apps but comparing with this theyre too much better!!!! it clashes it takes much longer time to login while loading in short its a complete of trash,1,2025-03-06,BOA,Google Play,positive,0.1392857142857143,Other
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as boa make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,negative,-0.1125,Other
aga b girja miss language of admin afaan oromo other itoophiyaa languages,1,2025-03-04,BOA,Google Play,negative,-0.125,Other
good app,5,2025-03-03,BOA,Google Play,positive,0.7,Other
"i downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play,neutral,0.041666666666666664,Other
it has good features but sometimes it doesnt work...0,1,2025-03-02,BOA,Google Play,positive,0.7,Other
very poor proformance,1,2025-03-01,BOA,Google Play,negative,-0.52,Other
its not opening. really frustrating,1,2025-03-01,BOA,Google Play,negative,-0.4,Other
verry amazing app from all ib,5,2025-03-01,BOA,Google Play,positive,0.6000000000000001,Other
not working on this days,1,2025-02-26,BOA,Google Play,neutral,0.0,Other
thank you boa,5,2025-02-23,BOA,Google Play,neutral,0.0,Other
best banking app in the wworld,5,2025-02-22,BOA,Google Play,positive,1.0,Other
nice app and its easy to use,5,2025-02-21,BOA,Google Play,positive,0.5166666666666666,Other
"please add language in the apps settingamharic afan oromo, tigniya,and others sometimes bank to bank transfer is not available through time and even if if it is available not reachableit is serious issue!",1,2025-02-15,BOA,Google Play,neutral,-0.0722222222222222,Other
this is help full i like ittttt,5,2025-02-14,BOA,Google Play,positive,0.35,Customer Support
the is not functional at all?,2,2025-02-12,BOA,Google Play,neutral,0.0,Other
best bank,5,2025-02-08,BOA,Google Play,positive,1.0,Other
make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play,positive,0.5311111111111111,Other
i have been using this app for two years.it is amazing.,5,2025-02-01,BOA,Google Play,positive,0.6000000000000001,Other
sad experience,1,2025-01-30,BOA,Google Play,negative,-0.5,Other
always do update and that is annoying,3,2025-01-27,BOA,Google Play,negative,-0.8,Other
"best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,positive,0.4,Other
i cant dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,neutral,0.0,Other
whenever i try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,neutral,0.1,Other
beter,5,2025-01-21,BOA,Google Play,neutral,0.0,Other
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ its not app its very slow ehhhh. why dont you upgrade the app???? its always zero,1,2025-01-18,BOA,Google Play,negative,-0.39000000000000007,Other
aadan axmed barkhadle,5,2025-01-17,BOA,Google Play,neutral,0.0,Other
horrible customer service and app crashes horrible!!,1,2025-01-15,BOA,Google Play,negative,-1.0,"App Crashes, Customer Support"
i love it,5,2025-01-14,BOA,Google Play,positive,0.5,Other
it keeps asking me to turn off developer mode even when dev mode is off. couldnt use it.,1,2025-01-13,BOA,Google Play,neutral,0.0,Other
like to much,5,2025-01-11,BOA,Google Play,positive,0.2,Other
perfect,5,2025-01-09,BOA,Google Play,positive,1.0,Other
the best of best,5,2025-01-09,BOA,Google Play,positive,1.0,Other
i was using this app for long time it amazing user friendly ui but the i cant found for get pin button in the app,3,2025-01-07,BOA,Google Play,positive,0.30833333333333335,Other
fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,positive,0.375,Other
good app and helpful,5,2025-01-03,BOA,Google Play,positive,0.7,Customer Support
"i will give only one star, because it faced with multiple of problems. 1. the app is not as fast as the other banks app, for e.g like cbe 2. the app asks repeatedly to switch off developer options, even if it is switched off. 3. bank of abyssinias services are interesting, but they ignored the issues on the app service. 4. most customers gave a complain on the app, but no one accept their complain to fix the issue. 5. lastly, i will not recommend the app unless the issue has been solved asap!!",1,2025-01-03,BOA,Google Play,positive,0.15357142857142855,Customer Support
by assessing this you can tell abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,neutral,0.0,Other
it doesnt work at all.,2,2025-01-02,BOA,Google Play,neutral,0.0,Other
this app is not available,1,2025-01-02,BOA,Google Play,negative,-0.2,Other
wow what amazing,5,2024-12-30,BOA,Google Play,positive,0.35000000000000003,Other
love it,5,2024-12-30,BOA,Google Play,positive,0.5,Other
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው,2,2024-12-30,BOA,Google Play,neutral,0.0,Other
lemn embi yilal??,5,2024-12-30,BOA,Google Play,neutral,0.0,Other
its useless app downgraded.,1,2024-12-29,BOA,Google Play,negative,-0.5,Other
why is not letting me access my account. the whole point of this app is for me to gey access to my account without physically being at the bank. i would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,neutral,0.1,Other
when are you going to get rid of this and have a real app that works? by far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,negative,-0.2333333333333333,Other
አይሰራም ሼም ነው,1,2024-12-23,BOA,Google Play,neutral,0.0,Other
not that much bad,3,2024-12-22,BOA,Google Play,negative,-0.6999999999999998,Other
fine,5,2024-12-21,BOA,Google Play,positive,0.4166666666666667,Other
the dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,neutral,0.0,Other
nic ap,5,2024-12-19,BOA,Google Play,neutral,0.0,Other
the forest app ever,1,2024-12-19,BOA,Google Play,neutral,0.0,Other
"i love boa more than anyone but they are cursed when it comed to mobile banking. even though this ine is hetter it still scks! it will ask me to turn off developer options other wise it wont work! i use cbe, awash birr, tekebirr, dashen bank and others but non of them asked me this, why only boa? please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,positive,0.375,Other
bank of abissena,1,2024-12-17,BOA,Google Play,neutral,0.0,Other
"easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,positive,0.2888888888888889,Other
the worst banking app ever. never works!,1,2024-12-14,BOA,Google Play,negative,-1.0,Other
poorly functioning app,3,2024-12-13,BOA,Google Play,negative,-0.4,Other
your system is the worst you should do better,2,2024-12-11,BOA,Google Play,negative,-0.25,Other
it has been a while since you guys started giving the mobile app service but still couldnt get it to work. im sure you know that it doesnt work already but not sure if youre lazy or incompetent to fix it. you are losing business because of this. complacency will have consequences.,1,2024-12-10,BOA,Google Play,neutral,-0.0875,Customer Support
"this is the best app many features are awesome, but it should work without the need to turn off the developer options. im tired of having to constantly switch the developer options off and on. ive been expressing my struggles about this. i have precious settings enabled in the developer options, and to open the app boa app, i have to turn them off. please help us, abyssinia bank. i hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,positive,0.37142857142857144,Customer Support
"im giving this app one star because there are no options below that. my experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. people choose mobile banking for its convenience, but this app is far too timeconsuming, making it the worst ive used. i hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,negative,-0.29500000000000004,Other
very unprofessional and mischievous bank in my opinion. i have had several occasions but recently i used abyssinia card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but i learned yesterday that since it has been 3 months the bank has decided to include it in their income. how absurd. if you can avoid this bank.,1,2024-12-06,BOA,Google Play,neutral,-0.06,Other
it doesnt work on my 2 devices a05 and a34,1,2024-12-02,BOA,Google Play,neutral,0.0,Other
my attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,positive,0.17333333333333334,Other
"i have a worst experience while using this mobile application through out the year. most of the time it fails to login or automatically closed the app. and also it takes so much loading time 5 minutes trying to access the internal services. sometimes also while transferring within and to other bank also fails. so, boa please fix your app.",1,2024-11-29,BOA,Google Play,negative,-0.19062500000000002,Customer Support
i dont know why but your apps start out great then all of a sudden dont work,1,2024-11-28,BOA,Google Play,positive,0.4,Other
this application is losing major factions on a daily basis. i can count how many times i have used this app it is completely useless and disappointing if i am not going to use it in times of need then i dont see the point.,1,2024-11-28,BOA,Google Play,negative,-0.1075,Other
exellent digital transaction of money,5,2024-11-27,BOA,Google Play,neutral,0.0,Other
the latest update has stopped android 9 phones not to open this app. never work properly since i started using it.,1,2024-11-26,BOA,Google Play,positive,0.16666666666666666,Other
money,5,2024-11-24,BOA,Google Play,neutral,0.0,Other
it needs more improvment,2,2024-11-24,BOA,Google Play,positive,0.5,Other
ab,3,2024-11-20,BOA,Google Play,neutral,0.0,Other
ademtahir,5,2024-11-20,BOA,Google Play,neutral,0.0,Other
please this app on my android phone,3,2024-11-20,BOA,Google Play,neutral,0.0,Other
goat,5,2024-11-19,BOA,Google Play,neutral,0.0,Other
"your app doesnt match your bank, the app is disaster, super slow. please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,neutral,0.016666666666666635,Other
fast and reliable,5,2024-11-18,BOA,Google Play,positive,0.2,Other
"the worst app update ever. why would you include the developer option off thing here? why do you care? it is my phone my money, right? that is the reason why i switched to other banks. so either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,negative,-0.27976190476190477,Other
one of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,neutral,0.0,Other
oene,5,2024-11-12,BOA,Google Play,neutral,0.0,Other
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,positive,0.4285714285714286,Other
it good,5,2024-11-12,BOA,Google Play,positive,0.7,Other
"this app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,neutral,0.0,App Crashes
አንድ star ራሱ ይበዛበታል i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,neutral,0.0,Other
i need a support the app is not working,5,2024-11-12,BOA,Google Play,neutral,0.0,Customer Support
bast bank of ethiopia,5,2024-11-12,BOA,Google Play,neutral,0.0,Other
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩትበጣም ይመራያል ያሳፍራልለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው,1,2024-11-12,BOA,Google Play,negative,-0.39000000000000007,Other
"thank you for your social services like, vertual banking, non touch atm, cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,neutral,0.03333333333333333,Customer Support
the worst app i have never seen like this before,1,2024-11-12,BOA,Google Play,negative,-1.0,Other
